Unnamed: 0,ref,city,departement,region,titre,type,living_area_m2,lot_size_m2,nb_room,nb_bedroom,pool,cellar,garage,output
0,/fr/properties/20949a-s2519.htm,Thiviers,Dordogne,Aquitaine,Manoir sur parc arboré,manoir,385.0,3446.0,12.0,7.0,False,True,False,475000
1,/fr/properties/66377a-4508aail.htm,Casteljaloux,Lot-et-Garonne,Aquitaine,Grand Terrain constructible à 5 minutes du centre de Casteljaloux,terrain,8610.0,8610.0,,,False,False,False,74000
2,/fr/properties/58577a-609.htm,Périgueux,Dordogne,Aquitaine,Restaurant fond et mur 200m² avec terrasse et terrain,fond de commerce,200.0,,5.0,,False,True,True,386900
3,/fr/properties/2756a-30293986.htm,Blaye,Gironde,Aquitaine,Maison,maison,154.0,901.0,6.0,5.0,False,False,False,170500
4,/fr/properties/30412a-127963rr.htm,Bougarber,Pyrénées-Atlantiques,Aquitaine,Maison/Villa 8 pièces,autre,169.0,1500.0,8.0,4.0,False,False,True,265000
5,/fr/properties/79044a-25697.htm,Sarlat-la-Canéda,Dordogne,Aquitaine,"Exclusivite, Fond de commerce d'un Restaurant en activité, excellente réputation, emplacement N'1",fond de commerce,280.0,750.0,9.0,2.0,False,False,False,189000
6,/fr/properties/9849a-ap2037.htm,Saint-Cyprien,Dordogne,Aquitaine,Propriété en pierres avec piscine et vue panoramique,autre,102.0,29900.0,6.0,2.0,False,False,False,239000
7,/fr/properties/67076a-7501190053.htm,Saint-Paul-Lizonne,Dordogne,Aquitaine,Maison de caractère,maison,192.0,17200.0,8.0,5.0,False,False,True,406175
8,/fr/properties/29746a-1081.htm,Seignosse,Landes,Aquitaine,Propriete De Standing Sur Le Golf De Seignosse,autre,220.0,950.0,8.0,5.0,True,False,True,1396500
9,/fr/properties/54830a-c20200201.htm,Aubie-et-Espessas,Gironde,Aquitaine,Joli terrain constructible et arboré de 900 m2 à 2 minutes de Saint André de Cubzac,terrain,900.0,900.0,,,False,False,False,89500
10,/fr/properties/59388a-Bb.htm,Sarlat-la-Canéda,Dordogne,Aquitaine,Beautiful 6 bedroom with Chambres d hôte (Sleeps 7) in the centre of Sarlat-La-Canéda,autre,15000.0,15000.0,7.0,7.0,True,False,False,824000
11,/fr/properties/27853a-71606.htm,Morganx,Landes,Aquitaine,Typique Maison Basco Landaise,maison,260.0,4400.0,5.0,4.0,True,True,False,319000
12,/fr/properties/81575a-230392.htm,Carves,Dordogne,Aquitaine,Maison de Maître,maison,230.0,225000.0,9.0,3.0,True,False,False,595000
13,/fr/properties/31214a-30286440.htm,Villefranche-de-Lonchat,Dordogne,Aquitaine,Maison,maison,139.0,,8.0,,False,False,False,39000
14,/fr/properties/67032a-7501190215.htm,Bergerac,Dordogne,Aquitaine,Maison,maison,227.0,1969.0,6.0,4.0,True,False,True,299500
15,/fr/properties/67076a-7501190123.htm,Saint-Félix-de-Bourdeilles,Dordogne,Aquitaine,Propriété,autre,,,16.0,,True,False,False,628000
16,/fr/properties/58509a-760576.htm,Sainte-Livrade-sur-Lot,Lot-et-Garonne,Aquitaine,Vente Maison/villa 4 pièces,autre,176.0,5637.0,4.0,3.0,False,False,False,287000
17,/fr/properties/67096a-7501190109.htm,Saint-Rabier,Dordogne,Aquitaine,Maison contemporaine,maison,208.0,21900.0,7.0,5.0,True,True,True,525000
18,/fr/properties/54830a-c20200210.htm,Le Haillan,Gironde,Aquitaine,"Le Haillan Proche Centre, Terrain Constructible De 431 M2",terrain,431.0,431.0,,,False,False,False,253000
19,/fr/properties/67032a-7501190214.htm,Bergerac,Dordogne,Aquitaine,Maison,maison,182.0,2600.0,6.0,4.0,False,False,True,299000
20,/fr/properties/19641a-47722.htm,Tournon-d'Agenais,Lot-et-Garonne,Aquitaine,"Jolie maison de village avec cours, prés de Tournon d'Agenais, Lot et Garonne",maison,86.0,100.0,4.0,3.0,False,False,False,175000
21,/fr/properties/54830a-f20201203.htm,Bordeaux,Gironde,Aquitaine,Bordeaux Bastide Maison de ville T4 neuve proche place Stalingrad,maison,83.0,,4.0,3.0,False,False,True,485000
22,/fr/properties/82435a-8500265332.htm,Bouniagues,Dordogne,Aquitaine,"Bergerac Sud, maison 170m², 3 chbs, cuisine équipée, Terrain",maison,170.0,642.0,5.0,3.0,False,False,True,185000
23,/fr/properties/48856a-55-lot2.htm,Saint-Palais,Pyrénées-Atlantiques,Aquitaine,10 Min Saint Palais,autre,1600.0,1600.0,,,False,False,False,39500
24,/fr/properties/67073a-7501190144.htm,Bergerac,Dordogne,Aquitaine,Villa d'architecte,villa,283.0,11100.0,8.0,4.0,True,False,True,453500
25,/fr/properties/67096a-7501190114.htm,Tursac,Dordogne,Aquitaine,Maison contemporaine,maison,260.0,6864.0,10.0,8.0,True,False,True,435000
26,/fr/properties/67032a-7501190221.htm,Bergerac,Dordogne,Aquitaine,Maison,maison,165.0,1159.0,7.0,4.0,False,False,True,249000
27,/fr/properties/37795a-830036352759.htm,Aire-sur-l'Adour,Landes,Aquitaine,Grande maison de ville,maison,290.0,,8.0,4.0,False,False,True,208000
28,/fr/properties/55957a-7281b.htm,Dolmayrac,Lot-et-Garonne,Aquitaine,Maison En Pierre Avec Piscine,maison,160.0,,5.0,3.0,True,False,False,283500
29,/fr/properties/67032a-7501190211.htm,Bergerac,Dordogne,Aquitaine,Maison,maison,142.0,244.0,5.0,3.0,False,False,True,182000
30,/fr/properties/67032a-7501190223.htm,Bergerac,Dordogne,Aquitaine,Maison en pierre,maison,185.0,4695.0,5.0,3.0,False,False,True,265000
31,/fr/properties/18000a-204340.htm,Oloron-Sainte-Marie,Pyrénées-Atlantiques,Aquitaine,Proximite Oloron - Ancienne Ferme Avec Grange A Renover,autre,181.0,1200.0,4.0,4.0,False,False,False,105000
32,/fr/properties/54830a-d20200108.htm,Libourne,Gironde,Aquitaine,Libourne Plein Centre,autre,210.0,,8.0,3.0,False,False,False,325000
33,/fr/properties/32263a-4032.htm,Aiguillon,Lot-et-Garonne,Aquitaine,"En coteaux, villa familiale avec piscine et très jolie vue",villa,140.0,,6.0,4.0,True,False,False,255000
34,/fr/properties/67073a-7501190145.htm,Bergerac,Dordogne,Aquitaine,Maison,maison,260.0,12600.0,6.0,4.0,True,False,True,771000
35,/fr/properties/67073a-7501189255.htm,Bergerac,Dordogne,Aquitaine,Maison de caractère,maison,260.0,20900.0,6.0,5.0,True,True,True,400000
36,/fr/properties/67032a-7501190218.htm,Bergerac,Dordogne,Aquitaine,Maison,maison,190.0,1050.0,6.0,5.0,False,False,True,449000
37,/fr/properties/67073a-7501189256.htm,Bergerac,Dordogne,Aquitaine,Maison rénovée,maison,268.0,3600.0,7.0,4.0,True,False,True,400000
38,/fr/properties/26469a-173209435sbjcib.htm,Monségur,Lot-et-Garonne,Aquitaine,Corps de ferme en pierre avec granges,autre,140.0,5000.0,5.0,3.0,False,False,False,131000
39,/fr/properties/19641a-47746.htm,Villeneuve-sur-Lot,Lot-et-Garonne,Aquitaine,"Jolie maison de campagne avec piscine, 1.1ha prés de Villeneuve sur Lot, Lot et Garonne",maison,120.0,11100.0,5.0,3.0,False,False,False,299000
40,/fr/properties/19908a-4085crma.htm,Agen,Lot-et-Garonne,Aquitaine,Agen centre Maison 'façade Art Déco' 280 m2,maison,280.0,,10.0,5.0,False,False,False,325500
41,/fr/properties/19641a-LS430.htm,Tournon-d'Agenais,Lot-et-Garonne,Aquitaine,"Superb ensemble rural avec piscine et vues, Tournon d'Agenais, Lot et Garonne",autre,400.0,7200.0,11.0,6.0,False,False,False,570000
42,/fr/properties/48856a-53-lot1.htm,Saint-Palais,Pyrénées-Atlantiques,Aquitaine,Proche Saint Palais,autre,1600.0,1600.0,,,False,False,False,39500
43,/fr/properties/26469a-13810vba1703vba.htm,Pessac,Gironde,Aquitaine,Exclusivité Pessac Haut Levèque maison de 195m2 grand jardin,maison,195.0,4950.0,6.0,5.0,False,False,False,748000
44,/fr/properties/19908a-4455crtm.htm,Agen,Lot-et-Garonne,Aquitaine,Maison 170 m² 6 chambres Agen,maison,177.0,1000.0,7.0,6.0,False,False,True,220000
45,/fr/properties/30126a-486.htm,Lesperon,Landes,Aquitaine,Vente maison et gîte,maison,182.0,6693.0,5.0,3.0,True,False,False,448000
46,/fr/properties/33704a-02418.htm,Saint-Vite,Lot-et-Garonne,Aquitaine,Tres Belle Villa,villa,184.0,4464.0,6.0,3.0,False,False,True,520000
47,/fr/properties/67096a-7501190113.htm,Saint-Léon-sur-Vézère,Dordogne,Aquitaine,Maison à rénover,maison,160.0,6872.0,6.0,3.0,False,False,True,150000
48,/fr/properties/53757a-608.htm,Bordeaux,Gironde,Aquitaine,Chai du 19eme revisite esprit loft,autre,377.0,450.0,9.0,6.0,True,False,False,1895000
49,/fr/properties/43157.htm,Ribérac,Dordogne,Aquitaine,Terrain constructible de 2.000 m² en Dordogne,terrain,,2000.0,,,False,False,False,16000
50,/fr/properties/48856a-61.htm,Sauveterre-de-Béarn,Pyrénées-Atlantiques,Aquitaine,Belle maison bourgeoise,maison,177.0,2041.0,8.0,3.0,False,False,True,275000
51,/fr/properties/26469a-230392vds.htm,Carves,Dordogne,Aquitaine,Maison de Maître Carves 9 pièce(s) 230 m2,maison,230.0,225000.0,9.0,3.0,False,False,False,595000
52,/fr/properties/67073a-7501190143.htm,La Force,Dordogne,Aquitaine,Maison individuelle,maison,180.0,2800.0,5.0,4.0,False,False,True,246500
53,/fr/properties/67076a-7501190121.htm,Saint-Méard-de-Drône,Dordogne,Aquitaine,Maison de campagne,maison,180.0,2422.0,8.0,4.0,False,True,True,192000
54,/fr/properties/67076a-7501190131.htm,Issac,Dordogne,Aquitaine,Demeure,autre,223.0,2494.0,15.0,9.0,True,False,True,255600
55,/fr/properties/62771a-va4138-execu.htm,Pau,Pyrénées-Atlantiques,Aquitaine,Pau hyper centre ville,autre,35.0,,2.0,,False,False,False,151200
56,/fr/properties/2460a-2526.htm,Terrasson-Lavilledieu,Dordogne,Aquitaine,"Charmante Maison Idealement Situee Au Coeur De Terrasson, Quartier Calme . Maison Qui Offre Cuisine,...",maison,63.0,,4.0,2.0,False,False,True,107500
57,/fr/properties/67096a-7501190110.htm,Azerat,Dordogne,Aquitaine,Maison de caractère,maison,160.0,45000.0,8.0,4.0,True,True,True,375000
58,/fr/properties/67073a-7501190142.htm,Bergerac,Dordogne,Aquitaine,Maison individuelle,maison,165.0,1730.0,8.0,5.0,True,False,True,256800
59,/fr/properties/67076a-7501190125.htm,Saint-Antoine-Cumond,Dordogne,Aquitaine,Longere,autre,159.0,2500.0,5.0,3.0,False,True,False,180000
60,/fr/properties/38078a-8500265411.htm,Bordeaux,Gironde,Aquitaine,"Propriété avec maison pierres T4 Bis, garage, piscine et terrain pour chevaux",maison,123.0,5350.0,4.0,2.0,True,False,True,320000
61,/fr/properties/10740a-07427.htm,Duras,Lot-et-Garonne,Aquitaine,Charmante Maison Avec De Vues,maison,106.0,15000.0,,3.0,False,False,False,190800
62,/fr/properties/41706a-760718.htm,Briscous,Pyrénées-Atlantiques,Aquitaine,Vente Maison/villa 5 pièces,autre,110.0,727.0,5.0,4.0,False,False,False,365000
63,/fr/properties/67096a-7501190119.htm,Montignac,Dordogne,Aquitaine,Maison bourgeoise,maison,300.0,914.0,9.0,5.0,False,True,True,367500
64,/fr/properties/16140a-1254.htm,Terrasson-Lavilledieu,Dordogne,Aquitaine,Une merveille sur 21 hectares.,autre,155.0,215400.0,,4.0,False,False,False,446200
65,/fr/properties/33704a-02061.htm,Thézac,Lot-et-Garonne,Aquitaine,Belle Propriete En Pierre,autre,360.0,120000.0,8.0,3.0,False,False,True,630000
66,/fr/properties/67073a-7501190141.htm,Bergerac,Dordogne,Aquitaine,Propriété,autre,337.0,26400.0,15.0,10.0,True,False,True,350000
67,/fr/properties/10740a-08052.htm,Duras,Lot-et-Garonne,Aquitaine,"Propriété équestre fantastique, la maison se compose de 2 chambres avec salle de bains, bureau et un...",maison,95.0,44500.0,4.0,2.0,False,False,False,286200
68,/fr/properties/67076a-7501190127.htm,Villetoureix,Dordogne,Aquitaine,Maison en pierre,maison,135.0,1772.0,7.0,5.0,False,False,True,164000
69,/fr/properties/19598a-1683.htm,Bussière-Badil,Dordogne,Aquitaine,Maison de hameau,maison,76.0,7000.0,5.0,2.0,False,False,False,90950
70,/fr/properties/67076a-7501190130.htm,Montagrier,Dordogne,Aquitaine,Villa,villa,199.0,6500.0,9.0,6.0,True,False,True,299000
71,/fr/properties/76221a-8640-STC.htm,Coux-et-Bigaroque,Dordogne,Aquitaine,Maison avec vue,maison,113.0,1000.0,8.0,4.0,False,False,True,175000
72,/fr/properties/38733a-8500264086.htm,Saint-André-de-Cubzac,Gironde,Aquitaine,Maison d'architecte de 319m² à 10mins de Saint Andre de Cubzac,maison,319.0,5667.0,6.0,4.0,True,False,True,630000
73,/fr/properties/56599a-307.htm,Thiviers,Dordogne,Aquitaine,"Périgord Vert, Thiviers centre ville",autre,85.0,,3.0,2.0,False,True,False,55000
74,/fr/properties/38747a-ta-1973.htm,Villeneuve-sur-Lot,Lot-et-Garonne,Aquitaine,Maison en pierres T4 - Quartier d'Eysses à Villeneuve sur Lot,maison,146.0,1333.0,4.0,3.0,True,False,False,264000
75,/fr/properties/67076a-7501190124.htm,Saint-Astier,Dordogne,Aquitaine,Maison en pierre,maison,250.0,24800.0,9.0,6.0,False,True,True,271000
76,/fr/properties/9849a-ap2118.htm,Lalinde,Dordogne,Aquitaine,Terrain constructible à 10 mn de Lalinde.,terrain,,2126.0,,,False,False,False,25724
77,/fr/properties/26989a-5464.htm,Sarlat-la-Canéda,Dordogne,Aquitaine,A 20 km au Sud de Sarlat - Vallée de la Dordogne - Très belle Périgourdine en pierres du pays,autre,,6419.0,,,False,False,False,735000
78,/fr/properties/67076a-7501190126.htm,Douchapt,Dordogne,Aquitaine,Maison de campagne,maison,93.0,1392.0,4.0,3.0,False,True,True,139000
79,/fr/properties/33704a-02827.htm,Fumel,Lot-et-Garonne,Aquitaine,Maison Contemporaine,maison,100.0,1488.0,4.0,2.0,False,False,True,165000
80,/fr/properties/67076a-7501190115.htm,Issac,Dordogne,Aquitaine,Maison de caractère,maison,92.0,3300.0,3.0,2.0,False,False,True,182750
81,/fr/properties/79062a-23460a.htm,Groléjac,Dordogne,Aquitaine,Maison traditionnelle sur 2500m2 de terrain,maison,120.0,2487.0,5.0,4.0,False,False,True,150000
82,/fr/properties/66633a-202006.htm,Bordeaux,Gironde,Aquitaine,"Chartrons, maison 70 m2, 2 chambres, bureau, terrasse, garage",maison,69.0,,4.0,2.0,False,False,True,440000
83,/fr/properties/79073a-25685.htm,Coux-et-Bigaroque,Dordogne,Aquitaine,Très belle maison en pierre avec gite indépendant,maison,421.0,1000.0,16.0,6.0,True,False,True,450000
84,/fr/properties/50580a-gm0151.htm,Le Teich,Gironde,Aquitaine,Maison T5 avec piscine,maison,110.0,823.0,5.0,4.0,True,False,False,420000
85,/fr/properties/184125a-9e4f8630.htm,Bordeaux,Gironde,Aquitaine,Villa de rêve à vendre dans le quartier Chambre d'Amour d'Anglet (64400) dans le Pays Basque,villa,2.0,,,,False,False,False,1300000
86,/fr/properties/28843a-74125.htm,Le Haillan,Gironde,Aquitaine,Appartement F3,appartement,69.0,,3.0,2.0,False,True,True,246000
87,/fr/properties/126884a-760749.htm,Libourne,Gironde,Aquitaine,Vente Maison/villa 4 pièces,autre,155.0,,4.0,3.0,False,False,False,316000
88,/fr/properties/193647a-32514.htm,Biarritz,Pyrénées-Atlantiques,Aquitaine,Biarritz - Halles - Appartement T4 de caractère,appartement,81.0,,4.0,3.0,False,False,False,551000
89,/fr/properties/51615a-mled.htm,Mouguerre,Pyrénées-Atlantiques,Aquitaine,Maison Mouguerre,maison,125.0,2000.0,4.0,3.0,False,False,False,480000
90,/fr/properties/49952a-ar3206.htm,Aire-sur-l'Adour,Landes,Aquitaine,Ancien Moulin 6 pièces 165 m² avec dépendances,autre,165.0,,6.0,4.0,False,False,False,520000
91,/fr/properties/79048a-mesange.htm,Périgueux,Dordogne,Aquitaine,Céline Labrousse vous présente une jolie maison à 10km au sud de Périgueux,maison,130.0,2353.0,5.0,4.0,False,False,True,212000
92,/fr/properties/79062a-25672a.htm,Cazoulès,Dordogne,Aquitaine,Maison de bourg a restaurer avec 510 m2 de terrain,maison,86.0,510.0,5.0,3.0,False,False,True,77000
93,/fr/properties/52652a-ag231-454mag.htm,Mussidan,Dordogne,Aquitaine,Maison Individuelle,maison,133.0,2079.0,7.0,4.0,False,True,False,159100
94,/fr/properties/7140a-mea3677jh.htm,Bergerac,Dordogne,Aquitaine,Maison de plain pied de 107 m².,maison,107.0,540.0,5.0,4.0,False,False,True,190000
95,/fr/properties/52652a-ag231-455.htm,Bergerac,Dordogne,Aquitaine,Propriete,autre,164.0,7000.0,8.0,3.0,True,True,False,307000
96,/fr/properties/564a-vgu17519.htm,Guîtres,Gironde,Aquitaine,Maison 8 pièces 217 m²,maison,217.0,,8.0,5.0,True,False,False,441000
97,/fr/properties/95815.htm,Saint-Aquilin,Dordogne,Aquitaine,Château romantique du Xv et Xvii siècle,autre,750.0,450000.0,15.0,7.0,True,True,True,1950000
98,/fr/properties/20949a-s2533.htm,Lisle,Dordogne,Aquitaine,Maison pierre belle vue,maison,132.0,2124.0,6.0,4.0,False,True,False,138900
99,/fr/properties/55678a-pa722.htm,Pessac,Gironde,Aquitaine,Villa 11 pièces - 264m2,villa,264.0,1200.0,11.0,6.0,True,False,True,1250000
100,/fr/properties/54830a-m20191204.htm,Libourne,Gironde,Aquitaine,Libourne centre grande maison en pierre de 400 m2 + T2 indépendant.,maison,430.0,705.0,11.0,5.0,False,False,True,933000
101,/fr/properties/26469a-230898nam.htm,Bordeaux,Gironde,Aquitaine,Terrain à bâtir zone Up 1,terrain,,133.0,,,False,False,False,540000
102,/fr/properties/35382a-556.htm,Beaumont-du-Périgord,Dordogne,Aquitaine,Pavillon,autre,164.0,6000.0,6.0,4.0,False,False,False,259700
103,/fr/properties/34476a-32454.htm,Laroque-Timbaut,Lot-et-Garonne,Aquitaine,Ferme restaurée 'Design',autre,395.0,13899.0,8.0,5.0,True,False,False,472500
104,/fr/properties/21996a-103cal93432.htm,Gironde-sur-Dropt,Gironde,Aquitaine,Terrain de 1215 m²,terrain,,,,,False,False,False,37000
105,/fr/properties/44914a-49263.htm,Agen,Lot-et-Garonne,Aquitaine,Magnifique Grange Renovee - 7 Pieces - Piscine - Garage,autre,250.0,2000.0,7.0,5.0,True,True,False,598000
106,/fr/properties/188090a-759567.htm,Marcheprime,Gironde,Aquitaine,Vente Maison/villa 5 pièces,autre,148.0,1200.0,5.0,4.0,False,False,False,440000
107,/fr/properties/33704a-03901.htm,Sauveterre-la-Lémance,Lot-et-Garonne,Aquitaine,"En Bouriane, trés joli corps de ferme parfaitement restauré dans un environnement privilégié. 15Mn d",autre,189.0,1882.0,7.0,5.0,True,False,False,425000
108,/fr/properties/59682a-greg405.htm,Le Passage,Lot-et-Garonne,Aquitaine,"Plain pied, garage, jardin, au calme porche des commodités",autre,72.0,493.0,3.0,2.0,False,False,True,150000
109,/fr/properties/54830a-ad20190802.htm,Bazas,Gironde,Aquitaine,A 15 mins de Bazas maison en pierre,maison,83.0,6000.0,3.0,2.0,False,False,True,181900
110,/fr/properties/5725a-600192.htm,Saint-Cyprien,Dordogne,Aquitaine,"Près de tous les commerces services et transport, cette propriété (1300 m2), paysagée et clôturée, b...",autre,100.0,1387.0,4.0,2.0,False,False,False,199000
111,/fr/properties/54830a-r20191104.htm,Langon,Gironde,Aquitaine,"Langon maison style landaise année 1989, environ 200m2 habitable avec 5 chambres",maison,206.0,1321.0,10.0,5.0,True,False,True,395000
112,/fr/properties/19931a-4495jc.htm,Layrac,Lot-et-Garonne,Aquitaine,A la campagne,autre,162.0,2885.0,6.0,4.0,False,False,False,199000
113,/fr/properties/193638a-759680.htm,Biscarrosse,Landes,Aquitaine,Vente Maison/villa 7 pièces,autre,190.0,555.0,7.0,6.0,False,False,False,389000
114,/fr/properties/564a-v17489.htm,Berson,Gironde,Aquitaine,Maison 6 pièces 190 m²,maison,190.0,500.0,6.0,4.0,False,False,False,137800
115,/fr/properties/54830a-c20200202.htm,Bordeaux,Gironde,Aquitaine,Bordeaux centre T2 dans résidence senior de 80 m2,autre,80.0,,2.0,,False,False,False,180200
116,/fr/properties/54830a-ae20190902.htm,Bazas,Gironde,Aquitaine,A 15 mins de Bazas Maison en pierre environ 155m2 des années 1900,maison,155.0,2177.0,5.0,3.0,False,False,True,210000
117,/fr/properties/26469a-428976ata.htm,Salles,Gironde,Aquitaine,Maison Salles 6 pièce(s) 115 m2 Centre-ville,maison,115.0,636.0,6.0,3.0,False,False,True,299000
118,/fr/properties/54830a-z20190810n7.htm,Bordeaux,Gironde,Aquitaine,Bordeaux Cauderan Maison T6 de 225 m2,maison,225.0,940.0,7.0,4.0,False,False,True,998000
119,/fr/properties/58577a-608.htm,Marsac-sur-l'Isle,Dordogne,Aquitaine,Terrain Marsac Sur L Isle 1766 m2,terrain,1766.0,1766.0,,,False,False,False,43500
120,/fr/properties/54830a-aq20190303.htm,Montussan,Gironde,Aquitaine,Montussan - Maison T6,maison,170.0,1200.0,6.0,5.0,False,False,True,389000
121,/fr/properties/7066a-6354.htm,Monségur,Gironde,Aquitaine,Maison contemporaine 160m2 - Monségur - sur 5 183 m2 de terrain.,maison,160.0,5183.0,6.0,3.0,False,False,False,275000
122,/fr/properties/58577a-606.htm,Périgueux,Dordogne,Aquitaine,"Maison de caractère de 287m², terrain, piscine.",maison,287.0,4500.0,8.0,6.0,False,False,True,355100
123,/fr/properties/59682a-greg4045.htm,Saint-Hilaire-de-Lusignan,Lot-et-Garonne,Aquitaine,Maison dans un village de caractère,maison,105.0,83.0,4.0,3.0,False,False,False,169000
124,/fr/properties/54830a-at20190503.htm,Beautiran,Gironde,Aquitaine,Secteur Beautiran - Maison de 170 m2,maison,170.0,1300.0,6.0,4.0,True,False,True,538000
125,/fr/properties/60788a-593343.htm,Arcachon,Gironde,Aquitaine,"Proche Plage D'eyrac, rez de jardin bel espace à vivre , idéal investissement locatif pour location ...",autre,49.0,,2.0,,False,False,False,327000
126,/fr/properties/33704a-03320.htm,Monsempron-Libos,Lot-et-Garonne,Aquitaine,Moulin en ruine,autre,,2250.0,,,False,False,False,265000
127,/fr/properties/55756a-7381.htm,Villeneuve-sur-Lot,Lot-et-Garonne,Aquitaine,"A Villeneuve sur Lot, dans notre belle campagne Lot et Garonnaise, Terres agricoles à 10 minutes du ...",autre,,95000.0,,,False,False,False,50000
128,/fr/properties/26469a-143222050cib.htm,Savignac-sur-Leyze,Lot-et-Garonne,Aquitaine,"Maison plain-pied 3 chambres, terrasse couverte, double garage sur terrain clos",maison,110.0,1606.0,5.0,3.0,False,True,True,155000
129,/fr/properties/54830a-z20190810n5.htm,Portets,Gironde,Aquitaine,Secteur Beautiran / Arbanats maison avec piscine,maison,160.0,1087.0,5.0,4.0,True,False,True,380000
130,/fr/properties/36235a-1073.htm,Blasimon,Gironde,Aquitaine,Maison de bourg avec jardin - Blasimon,maison,126.0,331.0,5.0,3.0,False,False,False,207675
131,/fr/properties/54830a-g20190208n2.htm,Bordeaux,Gironde,Aquitaine,Bordeaux Bocage appartement T5 en duplex,appartement,222.0,,8.0,5.0,False,False,False,1500000
132,/fr/properties/67076a-7501190046.htm,Ribérac,Dordogne,Aquitaine,Maison individuelle,maison,170.0,1065.0,9.0,5.0,False,False,True,172000
133,/fr/properties/52387a-714_20.htm,Mourenx,Pyrénées-Atlantiques,Aquitaine,Appartement Mourenx 3 pièces 72 m2,appartement,72.0,,3.0,2.0,False,False,False,60000
134,/fr/properties/54830a-e20200205.htm,La Teste-de-Buch,Gironde,Aquitaine,Sur le Bassin à La Teste-De-Buch Maison d'architecte de 189 m2,maison,189.0,750.0,5.0,4.0,True,False,True,1290000
135,/fr/properties/52652a-ag231-446.htm,Bergerac,Dordogne,Aquitaine,Perigourdine,autre,235.0,4055.0,8.0,5.0,False,False,False,400000
136,/fr/properties/44945a-m748.htm,Saint-Martin-de-Seignanx,Landes,Aquitaine,"Saint Martin De Seignanx, 7 Km De L'ocean",autre,135.0,194800.0,6.0,5.0,False,False,False,745000
137,/fr/properties/49282a-830031126325.htm,Saint-Jean-de-Luz,Pyrénées-Atlantiques,Aquitaine,Domaine proche du golf de Chantaco entre mer et montagne,autre,265.0,,8.0,,False,False,False,1026900
138,/fr/properties/19100a-3438049980.htm,Bayonne,Pyrénées-Atlantiques,Aquitaine,Bayonne (Pyrénées Atlantiques) Maison à vendre centre ville,maison,152.0,363.0,7.0,5.0,False,True,False,583000
139,/fr/properties/2756a-30248274.htm,Sainte-Eulalie,Gironde,Aquitaine,Maison,maison,177.0,1200.0,5.0,4.0,False,False,True,437850
140,/fr/properties/67076a-7501190055.htm,Saint-Sulpice-de-Roumagnac,Dordogne,Aquitaine,Propriété,autre,350.0,16500.0,11.0,7.0,True,False,True,348150
141,/fr/properties/60297a-500varrow.htm,Saint-André-de-Cubzac,Gironde,Aquitaine,A Vendre Propriete En Pierre De 236 M2 Habitables Sur Plus De 4 Hectares,autre,237.0,47200.0,9.0,5.0,True,False,True,424000
142,/fr/properties/54830a-ae20190801.htm,Auros,Gironde,Aquitaine,Secteur Auros - Maison 6 Pieces Environ 192 M2,maison,192.0,7000.0,6.0,3.0,False,False,True,266250
143,/fr/properties/54830a-ae20191014.htm,Langon,Gironde,Aquitaine,"A 10 mins de Langon et du péage, jolie bâtisse de caractère d'environ 183 m2 et son gîte de 40m2",autre,223.0,2781.0,8.0,5.0,True,False,True,465000
144,/fr/properties/54830a-ac10190810n4.htm,Bordeaux,Gironde,Aquitaine,Bordeaux Avenue Thiers Appartement T3,appartement,69.0,,3.0,2.0,False,False,True,299000
145,/fr/properties/21996a-103cal93431.htm,La Réole,Gironde,Aquitaine,Terrain à batir de 1215 m²,terrain,,,,,False,False,False,37000
146,/fr/properties/26469a-143226564cib.htm,Monflanquin,Lot-et-Garonne,Aquitaine,"Maison plain-pied 3 chambres, au calme à la campagne sans vis-à-vis",maison,107.0,2210.0,4.0,3.0,False,False,False,166000
147,/fr/properties/36354a-526.htm,Trélissac,Dordogne,Aquitaine,"Située sur la commune d'Antonne et Trigonant, à seulement 3 min",autre,110.0,3062.0,5.0,3.0,False,False,False,206700
148,/fr/properties/54830a-y20190808.htm,Carbon-Blanc,Gironde,Aquitaine,Carbon Blanc Maison en pierre T6,maison,200.0,,8.0,5.0,False,False,True,477000
149,/fr/properties/60297a-499varrow.htm,Saint-André-de-Cubzac,Gironde,Aquitaine,A Vendre Propriete Sur 20 Hectares En Bord De Dordogne A 7 Minutes Du Centre De Saint Andre De Cubza,autre,564.0,202700.0,17.0,11.0,False,False,True,1272000
150,/fr/properties/84686a-8461-SF.htm,Sainte-Foy-la-Grande,Gironde,Aquitaine,Villa,villa,190.0,256.0,7.0,5.0,False,False,False,179760
151,/fr/properties/564a-v17490.htm,Blaye,Gironde,Aquitaine,Maison De Campagne Proche Blaye,maison,131.0,1509.0,6.0,3.0,False,False,False,80000
152,/fr/properties/54977a-766-lacle.htm,Agen,Lot-et-Garonne,Aquitaine,"Vente propriété en pierre, 7 pièces, dépendances, piscine, s",autre,250.0,24000.0,7.0,4.0,True,False,False,579000
153,/fr/properties/33704a-03700.htm,Montayral,Lot-et-Garonne,Aquitaine,Exclusivite De belles prestations vous sont proposées dans cette belle villa équipée de tout le conf,villa,173.0,10800.0,7.0,4.0,False,False,True,580000
154,/fr/properties/33704a-03997.htm,Fumel,Lot-et-Garonne,Aquitaine,"Au beau milieu d'une clairière, dominant la vallée, cette magnifique villa ne pourra que vous séduir",villa,250.0,13000.0,8.0,5.0,False,False,True,372000
