ref,city,county,district,area_m2,ground_m2,nb_room,nb_bedroom,pool,cellar,garage,output
/fr/properties/43516a-1941.htm,Thenon,Dordogne,Aquitaine,120,15000,7,4,True,,True,225750
/fr/properties/24053a-bvi25712.htm,Sainte-Colombe-de-Villeneuve,Lot-et-Garonne,Aquitaine,270,29800,,23,,,,998520
/fr/properties/24053a-bvi26592.htm,Lauzun,Lot-et-Garonne,Aquitaine,120,63400,5,3,,,,235400
/fr/properties/50580a-gm19cv.htm,Gujan-Mestras,Gironde,Aquitaine,477,477,,,,,,218000
/fr/properties/3739a-73227.htm,Eymet,Dordogne,Aquitaine,291,10000,,6,,,,546000
/fr/properties/13306a-141.htm,Gaillan-en-Médoc,Gironde,Aquitaine,148,4876,5,3,,,,392800
/fr/properties/13185a-1318.htm,Vézac,Dordogne,Aquitaine,216,3485,9,6,,,,384000
/fr/properties/3739a-73258.htm,Eymet,Dordogne,Aquitaine,150,396,,4,,,,171200
/fr/properties/3739a-73260.htm,Sigoulès,Dordogne,Aquitaine,116,425,,3,,,,104500
/fr/properties/3739a-73266.htm,Eymet,Dordogne,Aquitaine,133,1160,,3,,,,237600
/fr/properties/20665a-3284.htm,Saint-Sylvestre-sur-Lot,Lot-et-Garonne,Aquitaine,150,,5,3,,,,229000
/fr/properties/14577a-3384.htm,Pujols,Lot-et-Garonne,Aquitaine,165,64700,6,4,True,,True,349900
/fr/properties/63188a-472684.htm,Nérac,Lot-et-Garonne,Aquitaine,280,10000,8,6,True,,,400000
/fr/properties/7140a-4259jh.htm,Bergerac,Dordogne,Aquitaine,1000,1000,,,,,,37000
/fr/properties/24813a-1225.htm,Bergerac,Dordogne,Aquitaine,210,3000,6,3,,,,340000
/fr/properties/34476a-27092.htm,Saint-Eutrope-de-Born,Lot-et-Garonne,Aquitaine,300,,12,8,,,,696800
/fr/properties/35979a-640251009.htm,Barsac,Gironde,Aquitaine,400,300000,10,7,,True,True,4187000
/fr/properties/24813a-1224.htm,Bergerac,Dordogne,Aquitaine,270,12000,7,5,True,,,340000
/fr/properties/24053a-bvi26569.htm,Périgueux,Dordogne,Aquitaine,750,56000,19,11,,,,1000000
/fr/properties/2756a-25663453.htm,Cavignac,Gironde,Aquitaine,214,8000,6,4,,True,True,358700
/fr/properties/29884a-bd133mir.htm,Saint-Ciers-sur-Gironde,Gironde,Aquitaine,87,800,,,,,,37750
/fr/properties/5725a-101394.htm,Paunat,Dordogne,Aquitaine,,23400,,,,,,45080
/fr/properties/34430a-103037.htm,Saint-Capraise-de-Lalinde,Dordogne,Aquitaine,114,,3,2,,,,73440
/fr/properties/29884a-bd137mir.htm,Saint-Ciers-sur-Gironde,Gironde,Aquitaine,2800,2800,,,,,,29500
/fr/properties/9023a-770.htm,Bordeaux,Gironde,Aquitaine,300,180000,10,4,,,,2650000
/fr/properties/29884a-bd131mir.htm,Saint-Ciers-sur-Gironde,Gironde,Aquitaine,135,230,,,,,,47750
/fr/properties/13306a-140.htm,Lesparre-Médoc,Gironde,Aquitaine,17,,,,,,,17500
/fr/properties/29884a-bd132mir.htm,Saint-Ciers-sur-Gironde,Gironde,Aquitaine,90,269,,,,,,27500
/fr/properties/7140a-deg4267jh.htm,Bergerac,Dordogne,Aquitaine,57,,3,2,,,True,65000
/fr/properties/63188a-472710.htm,Nérac,Lot-et-Garonne,Aquitaine,190,7436,6,3,,,,190000
/fr/properties/29884a-bd130mir.htm,Saint-Ciers-sur-Gironde,Gironde,Aquitaine,258,1200,10,4,,,True,155750
/fr/properties/58840a-l360.htm,Soustons,Landes,Aquitaine,,1148,,,,,,222000
/fr/properties/56820a-3560.htm,Montfort-en-Chalosse,Landes,Aquitaine,216,1800,9,7,,,,220000
/fr/properties/24053a-bvi25676.htm,Astaffort,Lot-et-Garonne,Aquitaine,120,7000,4,3,,,,424000
/fr/properties/56820a-3563.htm,Montfort-en-Chalosse,Landes,Aquitaine,160,1148,4,3,,,,225000
/fr/properties/56820a-3565.htm,Montfort-en-Chalosse,Landes,Aquitaine,219,176,7,5,,,True,198000
/fr/properties/19483a-4646.htm,Villeneuve-sur-Lot,Lot-et-Garonne,Aquitaine,148,,5,3,,,True,212765
/fr/properties/32141a-115987jll.htm,Misson,Landes,Aquitaine,,2698,,,,,,42000
/fr/properties/32263a-3937.htm,Aiguillon,Lot-et-Garonne,Aquitaine,170,2000,6,4,,,True,156000
/fr/properties/58577a-525.htm,Périgueux,Dordogne,Aquitaine,94,,4,3,,True,,165000
/fr/properties/28843a-71211.htm,Issac,Dordogne,Aquitaine,170,1340,10,3,,,,169600
/fr/properties/24053a-bvi26558.htm,Verteillac,Dordogne,Aquitaine,185,568,7,4,,,,330000
/fr/properties/24053a-bvi26139.htm,Sainte-Livrade-sur-Lot,Lot-et-Garonne,Aquitaine,150,2300,5,4,,,,699500
/fr/properties/52652a-ag231-379dm.htm,Montpon-Ménestérol,Dordogne,Aquitaine,121,1994,6,3,,,,150000
/fr/properties/24053a-bvi21408.htm,Castillonnès,Lot-et-Garonne,Aquitaine,292,,7,5,,,,420000
/fr/properties/24053a-bvi26229.htm,Monflanquin,Lot-et-Garonne,Aquitaine,175,130600,4,3,,,,477000
/fr/properties/2756a-25610970.htm,Carbon-Blanc,Gironde,Aquitaine,185,519,6,5,True,,True,520000
/fr/properties/2460a-2383.htm,Terrasson-Lavilledieu,Dordogne,Aquitaine,64,,5,3,,,,145125
/fr/properties/24053a-bvi25344.htm,Lalinde,Dordogne,Aquitaine,130,2042,4,3,,,,249100
/fr/properties/10640a-47-759.htm,Miramont-de-Guyenne,Lot-et-Garonne,Aquitaine,113,4800,6,3,,,,176000
/fr/properties/56894a-cmvvi70008605.htm,Mimizan,Landes,Aquitaine,180,2641,11,9,,,,768500
/fr/properties/90546.htm,Romagne,Gironde,Aquitaine,180,5200,7,4,,,True,465000
/fr/properties/34430a-102994.htm,Saint-Agne,Dordogne,Aquitaine,147,16299,6,4,,,,309750
/fr/properties/52956a-100014mx2211.htm,Bergerac,Dordogne,Aquitaine,400,4807,12,5,True,,,560000
/fr/properties/14577a-3381.htm,Trémons,Lot-et-Garonne,Aquitaine,311,5804,9,8,True,,,399900
/fr/properties/30145a-1596.htm,Saint-Palais,Pyrénées-Atlantiques,Aquitaine,288,2500,9,5,,True,,349000
/fr/properties/2566a-2920.htm,Agen,Lot-et-Garonne,Aquitaine,100,2900,4,,,,,240000
/fr/properties/44185a-a2019337.htm,Ribérac,Dordogne,Aquitaine,95,800,5,3,,,,55000
/fr/properties/55678a-vi5-209.htm,Saint-Aubin-de-Médoc,Gironde,Aquitaine,170,,7,4,,,True,572000
/fr/properties/19641a-LS422.htm,Villeneuve-sur-Lot,Lot-et-Garonne,Aquitaine,360,10000,10,6,,,,890000
/fr/properties/34430a-103031.htm,Couze-et-Saint-Front,Dordogne,Aquitaine,78,649,4,3,,,,107000
/fr/properties/9023a-861.htm,Saint-Emilion,Gironde,Aquitaine,223,268000,8,4,,,,3180000
/fr/properties/465a-813.htm,Saint-Macaire,Gironde,Aquitaine,220,700,8,4,,,,249000
/fr/properties/26884a-DT1248.htm,Montpon-Ménestérol,Dordogne,Aquitaine,110,6800,4,3,,,,183000
/fr/properties/31214a-25596450.htm,Mussidan,Dordogne,Aquitaine,,814,8,4,,,,449500
/fr/properties/24053a-bvi25825.htm,Sigoulès,Dordogne,Aquitaine,253,4105,10,6,,,,495000
/fr/properties/58537a-v20002058.htm,Bordeaux,Gironde,Aquitaine,500,560000,16,12,True,,True,8925000
/fr/properties/90520.htm,Monbahus,Lot-et-Garonne,Aquitaine,350,47600,12,5,True,,True,339000
/fr/properties/19641a-47711.htm,Tournon-d'Agenais,Lot-et-Garonne,Aquitaine,184,12000,7,4,,,,560000
/fr/properties/10640a-47-756.htm,Eymet,Dordogne,Aquitaine,137,2000,7,4,,,,192000
/fr/properties/37385a-116020ep.htm,Monein,Pyrénées-Atlantiques,Aquitaine,131,,5,3,,,True,158360
/fr/properties/32263a-3940.htm,Aiguillon,Lot-et-Garonne,Aquitaine,750,3295,12,6,True,,True,470000
/fr/properties/31801a-per-2747-mfg.htm,Cénac-et-Saint-Julien,Dordogne,Aquitaine,600,43200,15,7,,,,1850000
/fr/properties/2756a-25584635.htm,Cavignac,Gironde,Aquitaine,140,1000,4,3,,,True,254000
/fr/properties/2756a-25580769.htm,Saint-André-de-Cubzac,Gironde,Aquitaine,248,2000,7,4,True,True,,306500
/fr/properties/36235a-923.htm,Castelviel,Gironde,Aquitaine,58,320,3,2,,,,66900
/fr/properties/26560a-115975sc.htm,Brantôme,Dordogne,Aquitaine,300,,8,5,,,True,624000
/fr/properties/55678a-vi5-214.htm,Saint-Aubin-de-Médoc,Gironde,Aquitaine,180,,5,3,,,True,639000
/fr/properties/1346a-wlaf5149.htm,Gabarret,Landes,Aquitaine,240,52600,,,,,,498000
/fr/properties/58577a-523.htm,Ribérac,Dordogne,Aquitaine,123,3000,5,4,,,,102600
/fr/properties/9023a-749.htm,Fronsac,Gironde,Aquitaine,300,24300,10,8,,,,1537000
/fr/properties/5891a-00466.htm,Arcachon,Gironde,Aquitaine,74,,3,2,,,True,499990
/fr/properties/38556a-97515mx1912.htm,Cavignac,Gironde,Aquitaine,296,2260,9,5,,,True,360000
/fr/properties/36235a-925.htm,Castelviel,Gironde,Aquitaine,218,868,5,5,,,,159750
/fr/properties/24053a-bvi26180.htm,Astaffort,Lot-et-Garonne,Aquitaine,430,1400,5,2,,,,299900
/fr/properties/9023a-773.htm,Bordeaux,Gironde,Aquitaine,740,15500,21,8,True,,,1325000
/fr/properties/36235a-922.htm,Castelviel,Gironde,Aquitaine,160,566,5,3,,,,119880
/fr/properties/2756a-25580891.htm,Saint-Yzan-de-Soudiac,Gironde,Aquitaine,58,700,3,2,,,,123000
/fr/properties/11267a-tj116-1290.htm,Pau,Pyrénées-Atlantiques,Aquitaine,60,,3,2,,True,True,110990
/fr/properties/5891a-00469.htm,Arcachon,Gironde,Aquitaine,50,,2,,,,True,355000
/fr/properties/20773a-3080.htm,Saint-Romain-et-Saint-Clément,Dordogne,Aquitaine,5377,5377,,,,,,41640
/fr/properties/34430a-103035.htm,Lalinde,Dordogne,Aquitaine,138,113,6,4,,,,160500
/fr/properties/54977a-639-lacle.htm,Agen,Lot-et-Garonne,Aquitaine,135,2838,8,4,,,,222600
/fr/properties/36235a-924.htm,Castelviel,Gironde,Aquitaine,230,818,2,,,,,59920
/fr/properties/24053a-bvi25963.htm,Monségur,Gironde,Aquitaine,278,4890,8,5,,,,265000
/fr/properties/52479a-99870mx2204.htm,Hautefage-la-Tour,Lot-et-Garonne,Aquitaine,240,60599,8,6,True,True,,335000
/fr/properties/24053a-bvi23752.htm,Dausse,Lot-et-Garonne,Aquitaine,580,67800,13,6,,,,1407000
/fr/properties/34522a-8592.htm,Montpon-Ménestérol,Dordogne,Aquitaine,142,3000,6,4,,,,244000
/fr/properties/36235a-895.htm,Camarsac,Gironde,Aquitaine,195,12200,8,5,,,,522500
/fr/properties/8179a-579.htm,Echourgnac,Dordogne,Aquitaine,175,100000,7,5,,,,399000
/fr/properties/34430a-103033.htm,Trémolat,Dordogne,Aquitaine,526,36300,17,7,,,,325500
/fr/properties/31214a-25572840.htm,Montpon-Ménestérol,Dordogne,Aquitaine,85,1353,3,2,,,,107000
/fr/properties/23261a-l7048.htm,Campagnac-lès-Quercy,Dordogne,Aquitaine,300,29200,12,6,True,,,599950
/fr/properties/9023a-757.htm,Monflanquin,Lot-et-Garonne,Aquitaine,308,27,10,6,,,,546748
/fr/properties/30145a-1591.htm,Salies-de-Béarn,Pyrénées-Atlantiques,Aquitaine,56,,3,2,,,,93500
/fr/properties/8179a-578.htm,Issac,Dordogne,Aquitaine,200,33200,9,7,,,,380000
/fr/properties/18000a-204183.htm,Aramits,Pyrénées-Atlantiques,Aquitaine,145,,5,4,,,,95000
/fr/properties/26469a-203677mka.htm,Bordeaux,Gironde,Aquitaine,175,,7,5,,,,478500
/fr/properties/58840a-l356.htm,Saint-Vincent-de-Tyrosse,Landes,Aquitaine,,1070,,,,,,196000
/fr/properties/2756a-25563978.htm,Blaye,Gironde,Aquitaine,,1701,4,2,,,,100000
/fr/properties/34520a-343.htm,Saint-Vincent-de-Tyrosse,Landes,Aquitaine,205,866,6,5,,True,True,450000
/fr/properties/24053a-bvi25512.htm,Villeréal,Lot-et-Garonne,Aquitaine,600,20400,7,3,,,,661440
/fr/properties/54977a-632-lacle.htm,Agen,Lot-et-Garonne,Aquitaine,500,13100,9,5,,,,630000
/fr/properties/27982a-1241SP.htm,Castels,Dordogne,Aquitaine,400,253800,,7,True,True,,848000
/fr/properties/2756a-25540419.htm,Cavignac,Gironde,Aquitaine,155,10800,4,3,,,True,284000
/fr/properties/2460a-2378.htm,Terrasson-Lavilledieu,Dordogne,Aquitaine,160,,9,3,,,True,184040
/fr/properties/24053a-bvi26463.htm,Monclar,Lot-et-Garonne,Aquitaine,450,292100,14,10,,,,795000
/fr/properties/34430a-103027.htm,Badefols-sur-Dordogne,Dordogne,Aquitaine,95,1274,6,4,,,,159430
/fr/properties/58577a-522.htm,Périgueux,Dordogne,Aquitaine,220,1692,6,3,,True,,360400
/fr/properties/17918a-1653.htm,Salies-de-Béarn,Pyrénées-Atlantiques,Aquitaine,207,2000,7,5,,,True,325500
/fr/properties/24053a-bvi26469.htm,Fumel,Lot-et-Garonne,Aquitaine,140,3354,8,5,,,,349800
/fr/properties/5891a-00415.htm,La Teste-de-Buch,Gironde,Aquitaine,58,,3,2,,,True,252600
/fr/properties/58537a-v20001994.htm,Bordeaux,Gironde,Aquitaine,190,5237,5,3,True,,True,599000
/fr/properties/13185a-1315.htm,Daglan,Dordogne,Aquitaine,80,,3,2,,,,158000
/fr/properties/24053a-bvi26224.htm,Miramont-de-Guyenne,Lot-et-Garonne,Aquitaine,165,588,7,5,,,,318000
/fr/properties/35979a-640251015.htm,Anglet,Pyrénées-Atlantiques,Aquitaine,200,1345,6,5,True,,True,3000000
/fr/properties/5891a-00424.htm,Arcachon,Gironde,Aquitaine,124,,3,2,,,True,1283000
/fr/properties/13185a-1317.htm,Sarlat-la-Canéda,Dordogne,Aquitaine,440,36000,12,5,,,,936000
/fr/properties/83806.htm,La Chapelle-Aubareil,Dordogne,Aquitaine,204,1400,6,5,,,True,265000
/fr/properties/58752a-659884.htm,Lévignac-de-Guyenne,Lot-et-Garonne,Aquitaine,260,1,7,6,,,,255000
/fr/properties/60299a-472627.htm,Casteljaloux,Lot-et-Garonne,Aquitaine,700,1380,11,5,,,,263000
/fr/properties/5725a-600190.htm,Meyrals,Dordogne,Aquitaine,,2489,,,,,,35200
/fr/properties/34430a-102949.htm,Cause-de-Clérans,Dordogne,Aquitaine,144,2985,6,4,,,,139100
/fr/properties/21419a-1857.htm,Tournon-d'Agenais,Lot-et-Garonne,Aquitaine,185,12500,6,4,True,,,561800
/fr/properties/58840a-l354.htm,Labatut,Landes,Aquitaine,700,217300,,15,,,,890000
/fr/properties/20773a-3077.htm,Thiviers,Dordogne,Aquitaine,145,3979,6,3,,,True,138000
/fr/properties/36235a-921.htm,Le Puy,Gironde,Aquitaine,103,3031,5,3,,,,212000
/fr/properties/1346a-wdan797.htm,Jurançon,Pyrénées-Atlantiques,Aquitaine,1000,67400,,10,,,,1975000
/fr/properties/60299a-2604.htm,Casteljaloux,Lot-et-Garonne,Aquitaine,400,3000,16,6,,,,408000
/fr/properties/13185a-1314.htm,Saint-Martial-de-Nabirat,Dordogne,Aquitaine,197,8000,,2,,,,330000
/fr/properties/60299a-472671.htm,Casteljaloux,Lot-et-Garonne,Aquitaine,400,110000,12,6,True,True,,780000
/fr/properties/34430a-101598.htm,Pontours,Dordogne,Aquitaine,191,8096,7,4,,,,210000
/fr/properties/18000a-204191.htm,Oloron-Sainte-Marie,Pyrénées-Atlantiques,Aquitaine,38,,2,,,,,69500
/fr/properties/30145a-1593.htm,Navarrenx,Pyrénées-Atlantiques,Aquitaine,269,5265,10,6,True,,,395000
/fr/properties/9023a-844.htm,Monségur,Gironde,Aquitaine,220,3230,9,4,True,,,222600
/fr/properties/2756a-25502033.htm,Saint-Martin-Lacaussade,Gironde,Aquitaine,158,5972,7,4,,,True,209500
/fr/properties/20773a-4027.htm,Belvès,Dordogne,Aquitaine,125,,7,5,,,,87200
/fr/properties/13759a-830033472345.htm,Labastide-d'Armagnac,Landes,Aquitaine,240,35600,7,4,,,True,260000
/fr/properties/60890a-kFAoryU.htm,Saint-Symphorien,Gironde,Aquitaine,198,7494,6,3,,,,400000
/fr/properties/37780a-830031385231.htm,Périgueux,Dordogne,Aquitaine,235,3952,6,3,True,True,True,297825
/fr/properties/32282a-200.htm,Saint-Emilion,Gironde,Aquitaine,303,3000,10,6,True,,True,499900
/fr/properties/2476a-1967.htm,Aiguillon,Lot-et-Garonne,Aquitaine,500,2690,15,10,,True,True,690000
/fr/properties/43516a-1937.htm,Thenon,Dordogne,Aquitaine,73,2300,3,2,,,True,143000
/fr/properties/32549a-115513bm.htm,Dax,Landes,Aquitaine,260,688,6,5,,,,349000
/fr/properties/38747a-ml1548.htm,Badefols-d'Ans,Dordogne,Aquitaine,160,264,9,4,,,True,73000
/fr/properties/44185a-a2019290.htm,Verteillac,Dordogne,Aquitaine,156,1950,,,,,,55000
/fr/properties/7140a-4254jch.htm,Bergerac,Dordogne,Aquitaine,,13300,,,,,True,1404000
/fr/properties/83655.htm,Arrast-Larrebieu,Pyrénées-Atlantiques,Aquitaine,360,6000,11,6,,,True,270000
/fr/properties/2756a-25390156.htm,Bouliac,Gironde,Aquitaine,108,,2,,,,True,399000
/fr/properties/2756a-25497087.htm,Bordeaux,Gironde,Aquitaine,108,,2,,,,True,399000
/fr/properties/56820a-3559.htm,Dax,Landes,Aquitaine,350,37900,11,6,True,,True,780000
/fr/properties/9023a-299.htm,Saint-Seurin-de-Prats,Dordogne,Aquitaine,188,5740,7,4,True,,,508800
/fr/properties/9023a-707.htm,Monségur,Gironde,Aquitaine,450,3100,12,6,True,,,457920
/fr/properties/2756a-25384867.htm,Bourg,Gironde,Aquitaine,315,3725,11,6,,True,True,499000
/fr/properties/13185a-1311.htm,Siorac-en-Périgord,Dordogne,Aquitaine,,85000,,4,,,,520000
/fr/properties/33945a-99747mx1408.htm,Villeréal,Lot-et-Garonne,Aquitaine,270,,13,7,True,,,370000
/fr/properties/24053a-bvi25782.htm,Augignac,Dordogne,Aquitaine,317,6998,11,7,,,,461100
/fr/properties/63172a-658340.htm,Sévignacq,Pyrénées-Atlantiques,Aquitaine,276,5071,6,5,,,,295000
/fr/properties/38747a-ml1535.htm,Nailhac,Dordogne,Aquitaine,32,120,3,,,,,56000
/fr/properties/59987a-3319.htm,Bergerac,Dordogne,Aquitaine,95,7392,4,3,True,,True,207000
/fr/properties/24053a-bvi26027.htm,Lavardac,Lot-et-Garonne,Aquitaine,770,10000,9,7,,,,402800
/fr/properties/24053a-bvi26370.htm,Bergerac,Dordogne,Aquitaine,317,14000,7,5,,,,445200
/fr/properties/6757a-1173.htm,Uza,Landes,Aquitaine,150,4324,7,5,,,True,360000
/fr/properties/6757a-1094.htm,Saint-Julien-en-Born,Landes,Aquitaine,135,,5,4,,,True,343000
/fr/properties/45716a-657537.htm,Ludon-Médoc,Gironde,Aquitaine,102,672,5,4,,,,320000
/fr/properties/6757a-1158.htm,Mimizan,Landes,Aquitaine,200,2014,6,4,,,True,497000
/fr/properties/77676.htm,Bergerac,Dordogne,Aquitaine,500,35000,13,9,True,True,True,975000
/fr/properties/13306a-3300912762.htm,Valeyrac,Gironde,Aquitaine,1140,1140,,,,,,32500
/fr/properties/13306a-118.htm,Queyrac,Gironde,Aquitaine,346,417,9,4,,,,228500
/fr/properties/6643a-vlb11300.htm,Le Buisson-de-Cadouin,Dordogne,Aquitaine,200,100000,10,6,True,,True,378000
/fr/properties/13306a-3300912606.htm,Couquèques,Gironde,Aquitaine,1755,1755,,,,,,32900
/fr/properties/13306a-25.htm,Saint-Germain-d'Esteuil,Gironde,Aquitaine,1300,1300,,,,,,56800
/fr/properties/13306a-26.htm,Saint-Germain-d'Esteuil,Gironde,Aquitaine,1640,1640,,,,,,71400
/fr/properties/13306a-3300912933.htm,Lesparre-Médoc,Gironde,Aquitaine,510,370000,10,,,,,9000000
/fr/properties/13306a-106.htm,Gaillan-en-Médoc,Gironde,Aquitaine,4880,,4,2,,,True,220000
/fr/properties/59388a-LFH1939.htm,Sarlat-la-Canéda,Dordogne,Aquitaine,,,2,4,True,,True,364000
/fr/properties/13306a-3300912224.htm,Lesparre-Médoc,Gironde,Aquitaine,2200,2200,,,,,,70000
/fr/properties/65aba-af22743.htm,Sauveterre-de-Béarn,Pyrénées-Atlantiques,Aquitaine,1500,59000,22,15,,,,485000
/fr/properties/30145a-1592.htm,Bellocq,Pyrénées-Atlantiques,Aquitaine,110,2000,7,4,,,,159000
/fr/properties/6643a-vlb1296.htm,Villefranche-du-Périgord,Dordogne,Aquitaine,160,1870,8,3,,,True,339000
/fr/properties/13306a-8.htm,Gaillan-en-Médoc,Gironde,Aquitaine,1400,1400,,,,,,43800
/fr/properties/13306a-126.htm,Lesparre-Médoc,Gironde,Aquitaine,260,260,,,,,,45300
/fr/properties/34486a-4452.htm,Lamonzie-Saint-Martin,Dordogne,Aquitaine,250,2067,9,5,,,,265000
/fr/properties/13306a-3300911664.htm,Prignac-en-Médoc,Gironde,Aquitaine,154,1644,7,5,,,True,212000
/fr/properties/13306a-3300912760.htm,Valeyrac,Gironde,Aquitaine,1200,1200,,,,,,34100
/fr/properties/13306a-3300910712.htm,Queyrac,Gironde,Aquitaine,159,1001,4,3,,,True,199000
/fr/properties/52652a-ag231-374.htm,Eymet,Dordogne,Aquitaine,242,42699,9,3,,,,527500
/fr/properties/71523.htm,Brantôme,Dordogne,Aquitaine,320,55000,10,5,,,,365000
/fr/properties/13306a-124.htm,Lesparre-Médoc,Gironde,Aquitaine,128,1827,6,5,,,,209500
/fr/properties/24053a-bvi26337.htm,Saint-Emilion,Gironde,Aquitaine,666,47100,17,11,,,,985800
/fr/properties/13306a-3300912829.htm,Lesparre-Médoc,Gironde,Aquitaine,,178,,,,,,254000
/fr/properties/13306a-3300912883.htm,Bégadan,Gironde,Aquitaine,1400,1400,,,,,,49000
/fr/properties/13306a-3300911122.htm,Lesparre-Médoc,Gironde,Aquitaine,63,,3,2,,,,75000
/fr/properties/13306a-3300912475.htm,Lesparre-Médoc,Gironde,Aquitaine,1014,,,,,,,787500
/fr/properties/13306a-102.htm,Saint-Yzans-de-Médoc,Gironde,Aquitaine,141,61600,6,5,,,,285000
/fr/properties/9023a-831.htm,Bellefond,Gironde,Aquitaine,185,2134,10,3,,,,349800
/fr/properties/33945a-99744mx1408.htm,Eymet,Dordogne,Aquitaine,240,3000,8,5,,,,318000
/fr/properties/30412a-115714rr.htm,Mazerolles,Pyrénées-Atlantiques,Aquitaine,215,76000,9,5,True,True,True,243800
/fr/properties/13306a-3300912185.htm,Lesparre-Médoc,Gironde,Aquitaine,139,,4,3,,,,103800
/fr/properties/63458a-94464mx2040.htm,Nabirat,Dordogne,Aquitaine,130,,7,6,,True,,249000
/fr/properties/13306a-27.htm,Saint-Germain-d'Esteuil,Gironde,Aquitaine,1000,1000,,,,,,44300
/fr/properties/13306a-28.htm,Saint-Germain-d'Esteuil,Gironde,Aquitaine,1050,1050,,,,,,46300
/fr/properties/13306a-56.htm,Gaillan-en-Médoc,Gironde,Aquitaine,180,2269,5,4,,,,234000
/fr/properties/13306a-3300912223.htm,Lesparre-Médoc,Gironde,Aquitaine,1900,1900,,,,,,70000
/fr/properties/13306a-132.htm,Saint-Seurin-de-Cadourne,Gironde,Aquitaine,55,,3,2,,,,65800
/fr/properties/13306a-330097531.htm,Couquèques,Gironde,Aquitaine,415,4855,10,6,True,,,495000
/fr/properties/13306a-3300911232.htm,Lesparre-Médoc,Gironde,Aquitaine,169,265,,,,,True,149800
/fr/properties/13306a-133.htm,Lesparre-Médoc,Gironde,Aquitaine,2256,2256,,,,,,49800
/fr/properties/13306a-3300910930.htm,Lesparre-Médoc,Gironde,Aquitaine,310,1250,8,6,True,True,True,424000
/fr/properties/13306a-135.htm,Saint-Seurin-de-Cadourne,Gironde,Aquitaine,110,215,3,2,,,,102800
/fr/properties/13306a-18.htm,Lesparre-Médoc,Gironde,Aquitaine,323,6616,7,5,,,,485000
/fr/properties/13306a-3300912135.htm,Lesparre-Médoc,Gironde,Aquitaine,109,,8,2,,,,73000
/fr/properties/13306a-3300911781.htm,Lesparre-Médoc,Gironde,Aquitaine,53,,2,,,,,79750
/fr/properties/13306a-3300912083.htm,Lesparre-Médoc,Gironde,Aquitaine,108,2900,4,2,,,,238500
/fr/properties/13306a-330095971.htm,Lesparre-Médoc,Gironde,Aquitaine,120,,6,,,,,118000
/fr/properties/24053a-bvi25950.htm,Eymet,Dordogne,Aquitaine,121,5723,4,3,,,,196100
/fr/properties/13306a-110.htm,Civrac-en-Médoc,Gironde,Aquitaine,125,611,5,3,,,,132000
/fr/properties/13306a-129.htm,Civrac-en-Médoc,Gironde,Aquitaine,151,1300,5,4,,,True,233000
/fr/properties/2756a-18512187.htm,Saint-André-de-Cubzac,Gironde,Aquitaine,165,800,8,4,,,,240000
/fr/properties/36235a-918.htm,Mongauzy,Gironde,Aquitaine,170,830,6,3,,,,254400
/fr/properties/13306a-3300910449.htm,Lesparre-Médoc,Gironde,Aquitaine,107,599,5,4,,,True,159800
/fr/properties/13306a-330094038.htm,Gaillan-en-Médoc,Gironde,Aquitaine,217,6500,7,4,,,,254000
/fr/properties/24053a-bvi26104.htm,Varaignes,Dordogne,Aquitaine,,6000,5,3,,,,249100
/fr/properties/11087a-D1081.htm,Périgueux,Dordogne,Aquitaine,400,68000,14,6,,,,476000
/fr/properties/59987a-3317.htm,Saugnacq-et-Muret,Landes,Aquitaine,245,,9,5,True,,True,975000
/fr/properties/56143a-114511cg.htm,Libourne,Gironde,Aquitaine,60,80,2,,,,,339200
/fr/properties/59388a-LFH1938.htm,Sarlat-la-Canéda,Dordogne,Aquitaine,160,10000,2,3,True,True,,385000
/fr/properties/24053a-bvi26129.htm,Nérac,Lot-et-Garonne,Aquitaine,525,203600,8,5,,,,710200
/fr/properties/24053a-bvi26321.htm,Le Fleix,Dordogne,Aquitaine,295,10500,9,5,,,,487600
/fr/properties/35786a-e1adu2.htm,Lamonzie-Saint-Martin,Dordogne,Aquitaine,157,,4,3,,,,249500
/fr/properties/24053a-bvi23360.htm,Layrac,Lot-et-Garonne,Aquitaine,430,450000,10,8,,,,630700
/fr/properties/24053a-bvi26391.htm,Mont-de-Marsan,Landes,Aquitaine,185,52000,5,3,,,,503500
/fr/properties/34430a-103011.htm,Lalinde,Dordogne,Aquitaine,80,118,4,2,,,,75600
/fr/properties/24053a-bvi26299.htm,Verteillac,Dordogne,Aquitaine,257,795,7,4,,,,325000
/fr/properties/24813a-1220.htm,Bergerac,Dordogne,Aquitaine,240,3300,8,5,True,,,492000
/fr/properties/5891a-00468.htm,La Teste-de-Buch,Gironde,Aquitaine,120,1250,4,3,True,,True,599000
/fr/properties/36235a-784.htm,Savignac-de-Duras,Lot-et-Garonne,Aquitaine,150,1608,5,3,,,,316500
/fr/properties/59351a-418-adelimo-.htm,Labastide-Castel-Amouroux,Lot-et-Garonne,Aquitaine,70,,3,2,,True,True,126000
/fr/properties/31658a-1069.htm,Lacapelle-Biron,Lot-et-Garonne,Aquitaine,167,663,6,3,,True,True,119900
/fr/properties/20773a-3075.htm,Négrondes,Dordogne,Aquitaine,160,1845,10,5,,,True,108000
/fr/properties/20773a-3076.htm,Thiviers,Dordogne,Aquitaine,120,221,8,4,,,True,66000
