ref,city,county,district,area_m2,ground_m2,nb_room,nb_bedroom,pool,cellar,garage,output
/fr/properties/56894a-pcvap110010188.htm,Mimizan,Landes,Aquitaine,40,,2,,,,True,141300
/fr/properties/67083a-7501185362.htm,Bergerac,Dordogne,Aquitaine,417,11800,14,6,True,,True,934500
/fr/properties/7140a-4441odse.htm,Bergerac,Dordogne,Aquitaine,75,,3,2,,True,True,87000
/fr/properties/179101a-2984.htm,Anglet,Pyrénées-Atlantiques,Aquitaine,73,,2,,,,True,375000
/fr/properties/26469a-221948mnd.htm,Montignac,Dordogne,Aquitaine,156,4436,6,4,True,,,343000
/fr/properties/67083a-7501185363.htm,Bergerac,Dordogne,Aquitaine,156,4215,7,4,,,True,335000
/fr/properties/182064a-ref3724.htm,Bazas,Gironde,Aquitaine,,,,,,,,842000
/fr/properties/182064a-ref3719.htm,Sore,Landes,Aquitaine,,,,,,,,670000
/fr/properties/33930a-103692mx1528.htm,Dausse,Lot-et-Garonne,Aquitaine,215,3185,8,5,True,True,,357000
/fr/properties/12613a-830031810742.htm,Latresne,Gironde,Aquitaine,224,2505,8,6,True,,True,728000
/fr/properties/179101a-ea64401.htm,Buros,Pyrénées-Atlantiques,Aquitaine,2527,2527,,,,,,147000
/fr/properties/30145a-1648.htm,Ostabat-Asme,Pyrénées-Atlantiques,Aquitaine,185,2000,9,5,,,,395625
/fr/properties/17918a-1726.htm,Burgaronne,Pyrénées-Atlantiques,Aquitaine,2000,2000,,,,,,52500
/fr/properties/88486a-103593dh481.htm,Bordeaux,Gironde,Aquitaine,480,700,12,5,,True,,939000
/fr/properties/182477a-711292.htm,Bordeaux,Gironde,Aquitaine,120,396,4,3,,,,479900
/fr/properties/56999a-1178-cdg-626.htm,Teyjat,Dordogne,Aquitaine,340,,11,8,,,,850000
/fr/properties/34486a-4568.htm,Bergerac,Dordogne,Aquitaine,90,2500,4,2,,,,196750
/fr/properties/35786a-e1d849.htm,Sigoulès,Dordogne,Aquitaine,185,,4,3,,,,234500
/fr/properties/78249a-758dg414.htm,Sainte-Foy-la-Grande,Gironde,Aquitaine,520,,10,,,,,492000
/fr/properties/51615a-3201.htm,Biarritz,Pyrénées-Atlantiques,Aquitaine,100,,4,4,,,,870000
/fr/properties/19598a-1634.htm,Champniers-et-Reilhac,Dordogne,Aquitaine,176,,8,3,,,,96300
/fr/properties/182064a-ref3682.htm,Cocumont,Lot-et-Garonne,Aquitaine,,,,,,,,988000
/fr/properties/2756a-28702517.htm,Cavignac,Gironde,Aquitaine,102,993,4,2,,,True,155000
/fr/properties/68846a-31386.htm,Saint-Antoine-de-Breuilh,Dordogne,Aquitaine,350,10000,11,7,,,True,399000
/fr/properties/32488a-2574.htm,Saint-Vite,Lot-et-Garonne,Aquitaine,80,1000,5,3,,,,109000
/fr/properties/44945a-m715.htm,Biarritz,Pyrénées-Atlantiques,Aquitaine,360,3526,7,6,True,,,3500000
/fr/properties/7140a-4442od.htm,Bergerac,Dordogne,Aquitaine,115,45,,,,,,118000
/fr/properties/17918a-1727.htm,Burgaronne,Pyrénées-Atlantiques,Aquitaine,2000,2000,,,,,,52500
/fr/properties/7140a-4443jch.htm,Bergerac,Dordogne,Aquitaine,137,600,5,4,,,,178000
/fr/properties/57764a-201811-22.htm,Monségur,Lot-et-Garonne,Aquitaine,400,,17,9,,,,455000
/fr/properties/67083a-7501185293.htm,Bergerac,Dordogne,Aquitaine,165,4049,5,2,,,True,514500
/fr/properties/7140a-4439jp.htm,Bergerac,Dordogne,Aquitaine,240,2653,5,3,True,,True,440000
/fr/properties/67083a-7501185296.htm,Creysse,Dordogne,Aquitaine,240,1376,,,,,True,185000
/fr/properties/55756a-6815.htm,Dausse,Lot-et-Garonne,Aquitaine,92,1600,5,3,,,,136000
/fr/properties/7140a-4436od.htm,Bergerac,Dordogne,Aquitaine,140,345,6,4,True,True,True,218000
/fr/properties/34486a-4567.htm,Queyssac,Dordogne,Aquitaine,113,3300,4,3,,,,223000
/fr/properties/76221a-8386.htm,Saint-Cyprien,Dordogne,Aquitaine,140,3124,7,4,True,True,True,371000
/fr/properties/75429.htm,Montignac,Dordogne,Aquitaine,140,10000,4,2,,,,170000
/fr/properties/24053a-bvi28550.htm,Saint-Pastour,Lot-et-Garonne,Aquitaine,390,28500,14,10,,,,490000
/fr/properties/45526a-721581.htm,Bassussarry,Pyrénées-Atlantiques,Aquitaine,138,1025,5,4,,,,598000
/fr/properties/1475a-538magn.htm,Siorac-en-Périgord,Dordogne,Aquitaine,96,2570,5,2,,True,True,170000
/fr/properties/26469a-215929bhf.htm,Bruges,Gironde,Aquitaine,85,700,3,2,,,,353200
/fr/properties/31786a-bdx-2844-cd.htm,Bordeaux,Gironde,Aquitaine,258,,7,4,,,,2100000
/fr/properties/56820a-3421.htm,Montfort-en-Chalosse,Landes,Aquitaine,395,15200,9,6,,,,730000
/fr/properties/17918a-1724.htm,Lahontan,Pyrénées-Atlantiques,Aquitaine,137,1827,4,3,,,,252000
/fr/properties/51615a-ab3164.htm,Anglet,Pyrénées-Atlantiques,Aquitaine,220,,8,4,True,,,1100000
/fr/properties/17918a-1725.htm,Salies-de-Béarn,Pyrénées-Atlantiques,Aquitaine,188,,5,3,,,,393750
/fr/properties/179101a-ea64398.htm,Pau,Pyrénées-Atlantiques,Aquitaine,135,,5,3,,,,220500
/fr/properties/30126a-472.htm,Mézos,Landes,Aquitaine,85,1005,4,3,True,,True,257000
/fr/properties/54977a-735-lacle.htm,Agen,Lot-et-Garonne,Aquitaine,160,1822,6,4,,,,307400
/fr/properties/26469a-222934bga.htm,Trélissac,Dordogne,Aquitaine,196,2020,8,6,,,,343000
/fr/properties/182458a-726508.htm,Audenge,Gironde,Aquitaine,124,874,6,4,,,,430000
/fr/properties/36235a-1026.htm,Miramont-de-Guyenne,Lot-et-Garonne,Aquitaine,240,2303,8,4,,,,316500
/fr/properties/5725a-301007.htm,Saint-Martial-de-Nabirat,Dordogne,Aquitaine,,3000,,,,,,50445
/fr/properties/1475a-62667.htm,Saint-Chamassy,Dordogne,Aquitaine,117,4748,9,4,,True,True,440000
/fr/properties/44945a-m723.htm,Anglet,Pyrénées-Atlantiques,Aquitaine,120,,4,3,,,,698000
/fr/properties/882a-10723.htm,Villeneuve-sur-Lot,Lot-et-Garonne,Aquitaine,90,10,4,3,,,,49900
/fr/properties/24053a-bvi17221.htm,Montpon-Ménestérol,Dordogne,Aquitaine,195,110000,6,4,,,,280900
/fr/properties/29313a-28453140.htm,Bidart,Pyrénées-Atlantiques,Aquitaine,215,717,6,5,True,True,,1260000
/fr/properties/12613a-830030026341.htm,Lacanau,Gironde,Aquitaine,235,1600,8,5,True,True,True,799760
/fr/properties/34476a-30691.htm,Lacaussade,Lot-et-Garonne,Aquitaine,271,2218,8,6,True,,,294000
/fr/properties/24053a-bvi27998.htm,Langon,Gironde,Aquitaine,150,2118,5,3,,,,240090
/fr/properties/34455a-in1-1051.htm,Campet-et-Lamolère,Landes,Aquitaine,250,16000,8,5,,,True,499000
/fr/properties/55756a-7105.htm,Villeneuve-sur-Lot,Lot-et-Garonne,Aquitaine,140,664,6,4,,,,135000
/fr/properties/55756a-6890.htm,Villeneuve-sur-Lot,Lot-et-Garonne,Aquitaine,138,626,6,4,,,,149900
/fr/properties/31786a-bdx-2832-cd.htm,Bordeaux,Gironde,Aquitaine,250,450,7,4,,True,,1480000
/fr/properties/182425a-30685-33250-1.htm,Saint-Sauveur,Gironde,Aquitaine,125,,,,,,,168000
/fr/properties/179101a-ea64403.htm,Asasp-Arros,Pyrénées-Atlantiques,Aquitaine,193,,6,4,,,True,375000
/fr/properties/20762a-mdh2019090.htm,Amou,Landes,Aquitaine,100,,4,3,True,,,330000
/fr/properties/55756a-6570.htm,Castelnaud-de-Gratecambe,Lot-et-Garonne,Aquitaine,119,648,4,3,,,,143000
/fr/properties/55756a-2909.htm,Villeneuve-sur-Lot,Lot-et-Garonne,Aquitaine,98,100,5,2,,,,129900
/fr/properties/30145a-1647.htm,Pau,Pyrénées-Atlantiques,Aquitaine,378,2880,8,4,,True,,1254000
/fr/properties/29313a-28630571.htm,Anglet,Pyrénées-Atlantiques,Aquitaine,120,132,4,3,,,True,698000
/fr/properties/34476a-30693.htm,Monclar,Lot-et-Garonne,Aquitaine,232,3323,7,5,True,,,233200
/fr/properties/34486a-4554.htm,Bouniagues,Dordogne,Aquitaine,154,642,5,3,,,,186250
/fr/properties/24053a-bvi28419.htm,Lusignac,Dordogne,Aquitaine,347,3870,10,6,,,,699600
/fr/properties/51172a-1137322.htm,Bordeaux,Gironde,Aquitaine,203,,4,3,,True,,1770000
/fr/properties/34486a-4565.htm,Creysse,Dordogne,Aquitaine,146,3000,7,5,,,,275500
/fr/properties/182425a-30647-33930-1.htm,Vendays-Montalivet,Gironde,Aquitaine,250,,,,,,,224000
/fr/properties/55957a-7257.htm,Saint-Pastour,Lot-et-Garonne,Aquitaine,74,8910,5,3,True,,True,262500
/fr/properties/181584a-LS1018.htm,Alles-sur-Dordogne,Dordogne,Aquitaine,144,5000,4,2,True,,,399000
/fr/properties/28756a-4107.htm,Saint-Saud-Lacoussière,Dordogne,Aquitaine,,1420,7,2,,,,148500
/fr/properties/59119a-103562mx2313.htm,Castelmoron-sur-Lot,Lot-et-Garonne,Aquitaine,350,23800,10,8,True,,,579000
/fr/properties/56956a-663.htm,Andernos-les-Bains,Gironde,Aquitaine,100,800,5,3,True,,True,414000
/fr/properties/68878a-31504.htm,Parempuyre,Gironde,Aquitaine,43,,2,,,,True,179000
/fr/properties/24053a-bvi27842.htm,Monflanquin,Lot-et-Garonne,Aquitaine,850,700000,,21,,,,4200000
/fr/properties/24053a-bvi28528.htm,Saint-Barthélemy-de-Bussière,Dordogne,Aquitaine,138,22400,4,3,,,,191490
/fr/properties/56956a-307.htm,Biganos,Gironde,Aquitaine,120,687,5,3,,,True,320000
/fr/properties/56956a-612.htm,Lanton,Gironde,Aquitaine,108,434,4,2,,,True,570000
/fr/properties/34455a-in1-1050.htm,Mont-de-Marsan,Landes,Aquitaine,260,16400,7,5,,,True,499900
/fr/properties/18000a-203873.htm,Oloron-Sainte-Marie,Pyrénées-Atlantiques,Aquitaine,197,3185,6,5,,,,151000
/fr/properties/56402a-29.htm,Bordeaux,Gironde,Aquitaine,126,,4,2,,True,,840000
/fr/properties/29313a-28550725.htm,Anglet,Pyrénées-Atlantiques,Aquitaine,150,736,5,3,,,True,700000
/fr/properties/76221a-8432-STC.htm,Cénac-et-Saint-Julien,Dordogne,Aquitaine,73,2250,5,2,,,True,152599
/fr/properties/76221a-4454.htm,Allas-les-Mines,Dordogne,Aquitaine,100,1700,6,3,,True,,99000
/fr/properties/8213a-6403073163.htm,Aire-sur-l'Adour,Landes,Aquitaine,157,86400,7,4,,,,234500
/fr/properties/94129.htm,Excideuil,Dordogne,Aquitaine,1200,120000,21,16,True,True,True,650000
/fr/properties/35786a-e1id6s.htm,Bergerac,Dordogne,Aquitaine,134,,4,3,,,,217500
/fr/properties/2756a-28691443.htm,Cavignac,Gironde,Aquitaine,164,2710,7,5,,,True,338000
/fr/properties/56402a-28.htm,Bordeaux,Gironde,Aquitaine,125,300,5,4,True,,True,695000
/fr/properties/76221a-8424.htm,Allas-les-Mines,Dordogne,Aquitaine,151,475,7,4,,,True,99000
/fr/properties/182417a-722502.htm,Fougueyrolles,Gironde,Aquitaine,270,6695,4,3,,,,340000
/fr/properties/182418a-723271.htm,Le Bouscat,Gironde,Aquitaine,86,,4,2,,,,427000
/fr/properties/30185a-1608.htm,Poyanne,Landes,Aquitaine,136,44900,6,3,,,True,203000
/fr/properties/44945a-m722.htm,Barcus,Pyrénées-Atlantiques,Aquitaine,175,,8,3,True,,,199500
/fr/properties/36354a-481.htm,Coulounieix-Chamiers,Dordogne,Aquitaine,100,267,5,3,,,True,152000
/fr/properties/29313a-21408153.htm,Biarritz,Pyrénées-Atlantiques,Aquitaine,85,,4,3,,True,True,780000
/fr/properties/14760a-181.htm,Ribérac,Dordogne,Aquitaine,117,2709,4,3,,,True,180000
/fr/properties/50715a-682782.htm,Came,Pyrénées-Atlantiques,Aquitaine,240,3600,7,6,,,,272000
/fr/properties/76221a-8433-STC.htm,Cénac-et-Saint-Julien,Dordogne,Aquitaine,116,2500,6,3,,True,True,215000
/fr/properties/68674a-006.htm,Plazac,Dordogne,Aquitaine,200,4429,9,6,True,True,True,240000
/fr/properties/76221a-8334-STC.htm,Saint-Cyprien,Dordogne,Aquitaine,84,980,6,3,,True,True,158050
/fr/properties/56402a-25.htm,Bordeaux,Gironde,Aquitaine,226,843,7,4,True,,True,1554000
/fr/properties/32263a-4005.htm,Aiguillon,Lot-et-Garonne,Aquitaine,225,6600,7,4,True,,True,299000
/fr/properties/18000a-204325.htm,Oloron-Sainte-Marie,Pyrénées-Atlantiques,Aquitaine,147,1960,5,4,,,,243000
/fr/properties/26244a-p3189.htm,Fumel,Lot-et-Garonne,Aquitaine,79,,7,4,,,,90950
/fr/properties/49115a-191215-214412.htm,Arcachon,Gironde,Aquitaine,,804,,,,,,842400
/fr/properties/49115a-191215-214855.htm,Arcachon,Gironde,Aquitaine,,957,,,,,,915200
/fr/properties/27982a-1254SP.htm,Coux-et-Bigaroque,Dordogne,Aquitaine,128,1412,,4,,True,True,275600
/fr/properties/49115a-191215-212737.htm,Arcachon,Gironde,Aquitaine,,829,,,,,,826800
/fr/properties/38988a-212.htm,Plazac,Dordogne,Aquitaine,380,4700,12,7,,,,437000
/fr/properties/19100a-3438046969.htm,Anglet,Pyrénées-Atlantiques,Aquitaine,70,,3,2,,True,True,274900
/fr/properties/11267a-tj116-1251.htm,Pau,Pyrénées-Atlantiques,Aquitaine,80,,4,2,,True,,99990
/fr/properties/19100a-3438046965.htm,Bayonne,Pyrénées-Atlantiques,Aquitaine,85,,4,3,,,True,275000
/fr/properties/7066a-6262.htm,Branne,Gironde,Aquitaine,200,1890,8,6,,,True,318000
/fr/properties/49115a-191215-213735.htm,Arcachon,Gironde,Aquitaine,,,,,,,,1014000
/fr/properties/20773a-2554.htm,Savignac-Lédrier,Dordogne,Aquitaine,1,,,,,,,128000
/fr/properties/49115a-191215-213122.htm,Arcachon,Gironde,Aquitaine,,800,,,,,,816400
/fr/properties/44501a-283122.htm,Agen,Lot-et-Garonne,Aquitaine,710,44100,16,12,,,,1100000
/fr/properties/67073a-7501185209.htm,Bergerac,Dordogne,Aquitaine,187,46000,7,5,,True,True,630000
/fr/properties/30432a-123801ld.htm,Mont-de-Marsan,Landes,Aquitaine,104,292,4,3,,,,222000
/fr/properties/81371a-721420.htm,Mérignac,Gironde,Aquitaine,70,84,3,2,,,,265000
/fr/properties/78421a-vm424-gitese.htm,Miramont-de-Guyenne,Lot-et-Garonne,Aquitaine,400,216100,10,6,True,True,,689700
/fr/properties/49115a-191215-184619.htm,Bordeaux,Gironde,Aquitaine,110,,6,,,,,472500
/fr/properties/38988a-176.htm,Rouffignac-Saint-Cernin-de-Reilhac,Dordogne,Aquitaine,100,25000,5,3,,,,199000
/fr/properties/68878a-31495.htm,Le Pian-Médoc,Gironde,Aquitaine,130,1460,5,4,True,,True,389900
/fr/properties/13185a-1369.htm,Bouzic,Dordogne,Aquitaine,200,4500,6,3,,,,300000
/fr/properties/60299a-472781.htm,Monflanquin,Lot-et-Garonne,Aquitaine,400,140000,10,5,True,,,550000
/fr/properties/67064a-7501185076.htm,Belvès,Dordogne,Aquitaine,224,1185,7,4,True,,True,449000
/fr/properties/52387a-688_19.htm,Bésingrand,Pyrénées-Atlantiques,Aquitaine,1154,1154,,,,,,37000
/fr/properties/31214a-28630525.htm,Montpon-Ménestérol,Dordogne,Aquitaine,74,659,4,2,,,,85500
/fr/properties/84686a-8435-SF.htm,Sainte-Foy-la-Grande,Gironde,Aquitaine,230,623,6,4,,True,True,310300
/fr/properties/179101a-2978.htm,Saint-Jean-de-Luz,Pyrénées-Atlantiques,Aquitaine,200,812,7,5,True,,True,795000
/fr/properties/24053a-bvi27522.htm,Sainte-Alvère,Dordogne,Aquitaine,270,205500,6,4,,,,927500
/fr/properties/36235a-1025.htm,Cours-de-Monségur,Gironde,Aquitaine,100,3000,5,3,,,,97200
/fr/properties/60299a-472749.htm,Casteljaloux,Lot-et-Garonne,Aquitaine,300,450,9,4,,True,,390000
/fr/properties/34430a-103119.htm,Couze-et-Saint-Front,Dordogne,Aquitaine,126,220,6,4,,,,128400
/fr/properties/11267a-tj116-1370.htm,Pau,Pyrénées-Atlantiques,Aquitaine,70,,3,2,,True,,84990
/fr/properties/52387a-689_19.htm,Bésingrand,Pyrénées-Atlantiques,Aquitaine,1179,1179,,,,,,37000
/fr/properties/36235a-1024.htm,Grézillac,Gironde,Aquitaine,90,455,3,2,,,True,165075
/fr/properties/94083.htm,Dondas,Lot-et-Garonne,Aquitaine,145,,5,4,,True,True,265000
/fr/properties/127657a-725364.htm,La Teste-de-Buch,Gironde,Aquitaine,100,378,4,3,,,,455000
/fr/properties/30145a-1644.htm,Salies-de-Béarn,Pyrénées-Atlantiques,Aquitaine,115,900,5,3,,,,221550
/fr/properties/13306a-190.htm,Lesparre-Médoc,Gironde,Aquitaine,104,3187,5,3,,,,86800
/fr/properties/60299a-472787.htm,Marmande,Lot-et-Garonne,Aquitaine,434,7900,18,7,,,,397000
/fr/properties/1494a-5222.htm,Coulx,Lot-et-Garonne,Aquitaine,200,6000,8,4,,,,137800
/fr/properties/1494a-5292.htm,Sainte-Livrade-sur-Lot,Lot-et-Garonne,Aquitaine,228,10600,6,4,True,,,483000
/fr/properties/84686a-8454-SF.htm,Saussignac,Dordogne,Aquitaine,85,9182,3,2,,,,162000
/fr/properties/60299a-472782.htm,Duras,Lot-et-Garonne,Aquitaine,430,23600,12,6,True,,,530000
/fr/properties/78421a-vm422-gitese.htm,Miramont-de-Guyenne,Lot-et-Garonne,Aquitaine,240,2303,8,4,,,,316500
/fr/properties/60299a-472770.htm,Nérac,Lot-et-Garonne,Aquitaine,260,12600,11,7,True,,,421000
/fr/properties/34430a-103108.htm,Creysse,Dordogne,Aquitaine,221,5026,8,5,,,,185500
/fr/properties/51615a-3199.htm,Biarritz,Pyrénées-Atlantiques,Aquitaine,200,803,7,,,,,1160000
/fr/properties/31785a-bia-1651-vp.htm,Bidart,Pyrénées-Atlantiques,Aquitaine,200,777,7,5,,,,1590000
/fr/properties/2756a-28634853.htm,Cavignac,Gironde,Aquitaine,282,,8,4,True,True,True,399000
/fr/properties/34759a-123564cl.htm,Beaumont-du-Périgord,Dordogne,Aquitaine,95,3000,3,2,,,True,169000
/fr/properties/24053a-bvi28481.htm,Javerlhac-et-la-Chapelle-Saint-Robert,Dordogne,Aquitaine,170,5203,7,5,,,,277000
/fr/properties/44945a-m721.htm,Saint-Jean-de-Luz,Pyrénées-Atlantiques,Aquitaine,200,812,7,5,True,,,795000
/fr/properties/56894a-cmvma70010266.htm,Mimizan,Landes,Aquitaine,150,792,6,4,,,True,230000
/fr/properties/30145a-1446.htm,Lahontan,Pyrénées-Atlantiques,Aquitaine,157,5326,6,3,,,,295000
/fr/properties/32488a-2567.htm,Monsempron-Libos,Lot-et-Garonne,Aquitaine,76,,5,3,,,,64800
/fr/properties/181552a-724047.htm,Belin-Béliet,Gironde,Aquitaine,105,2833,4,3,,,,325000
/fr/properties/24053a-bvi28529.htm,Tournon-d'Agenais,Lot-et-Garonne,Aquitaine,211,13799,6,4,,,,425600
/fr/properties/20762a-3506046.htm,Blaye,Gironde,Aquitaine,700,28000,9,15,,,,1575000
/fr/properties/24053a-bvi27888.htm,Castillonnès,Lot-et-Garonne,Aquitaine,215,241700,3,3,,,,498200
/fr/properties/55678a-pa700.htm,Bruges,Gironde,Aquitaine,150,800,6,4,True,,True,617000
/fr/properties/9023a-1070.htm,Bouliac,Gironde,Aquitaine,261,261,,,,,,336000
/fr/properties/9023a-1051.htm,Montagnac-sur-Lède,Lot-et-Garonne,Aquitaine,186,2200,6,4,,,,294000
/fr/properties/55756a-6732.htm,Villeneuve-sur-Lot,Lot-et-Garonne,Aquitaine,176,195,2,,,,,125000
/fr/properties/34520a-400.htm,Mimizan,Landes,Aquitaine,211,4500,10,8,,,True,477000
/fr/properties/34759a-123582cl.htm,Beaumont-du-Périgord,Dordogne,Aquitaine,192,8000,5,4,True,,,241500
/fr/properties/24053a-bvi27810.htm,Castillonnès,Lot-et-Garonne,Aquitaine,251,5237,3,3,,,,250160
/fr/properties/7066a-6297.htm,Montcaret,Dordogne,Aquitaine,100,99700,4,2,,,,267000
/fr/properties/6757a-1205.htm,Mimizan,Landes,Aquitaine,7900,7900,,,,,,33000
/fr/properties/9023a-1001.htm,Bouliac,Gironde,Aquitaine,556,556,,,,,,260000
/fr/properties/94046.htm,Monségur,Gironde,Aquitaine,170,429000,9,6,,True,,800000
/fr/properties/178240a-725179.htm,Lescar,Pyrénées-Atlantiques,Aquitaine,147,625,5,4,,,,263000
/fr/properties/41599a-725310.htm,Ludon-Médoc,Gironde,Aquitaine,98,918,4,3,,,,300000
/fr/properties/53723a-334.htm,Marcheprime,Gironde,Aquitaine,108,852,5,4,,,True,346500
/fr/properties/122111a-723409.htm,Gujan-Mestras,Gironde,Aquitaine,126,773,4,3,,,,485000
/fr/properties/10640a-47-806.htm,Marmande,Lot-et-Garonne,Aquitaine,136,2048,7,4,,,,291000
/fr/properties/179101a-ea64318.htm,Pau,Pyrénées-Atlantiques,Aquitaine,304,2072,9,6,,True,True,750000
/fr/properties/60788a-59383711.htm,Arcachon,Gironde,Aquitaine,95,130,5,,,,True,449000
/fr/properties/26560a-109694sc.htm,Eyzerac,Dordogne,Aquitaine,50,900,,,,,,25500
/fr/properties/2756a-28629890.htm,Bordeaux,Gironde,Aquitaine,80,,4,3,,,True,222000
/fr/properties/50580a-133.htm,Le Teich,Gironde,Aquitaine,48,,3,2,,,True,173000
/fr/properties/2756a-28629888.htm,Vayres,Gironde,Aquitaine,80,,4,3,,,True,222000
/fr/properties/41467a-648950.htm,Bordeaux,Gironde,Aquitaine,66,,4,2,,,,263000
/fr/properties/24053a-bvi25739.htm,Beaumont-du-Périgord,Dordogne,Aquitaine,338,3088,11,8,,,,795000
/fr/properties/45031a-6267.htm,Saint-Palais,Pyrénées-Atlantiques,Aquitaine,217,2139,6,4,True,,True,399000
/fr/properties/2756a-28629882.htm,Libourne,Gironde,Aquitaine,80,,4,3,,,True,222000
/fr/properties/58260a-19240.htm,Bergerac,Dordogne,Aquitaine,940,800000,20,15,,True,True,1640000
/fr/properties/43516a-1973.htm,La Bachellerie,Dordogne,Aquitaine,175,100,5,3,,,,220000
/fr/properties/24053a-bvi28267.htm,Buzet-sur-Baïse,Lot-et-Garonne,Aquitaine,260,1400,9,4,,,,350000
/fr/properties/63188a-472783.htm,Nérac,Lot-et-Garonne,Aquitaine,920,,15,9,True,True,,1400000
/fr/properties/24053a-bvi28138.htm,Lauzun,Lot-et-Garonne,Aquitaine,100,,4,3,,,,234050
/fr/properties/24053a-bvi15860.htm,Montignac-de-Lauzun,Lot-et-Garonne,Aquitaine,280,38900,22,13,,,,1155000
/fr/properties/7066a-6339.htm,Saint-Emilion,Gironde,Aquitaine,328,5141,8,4,True,,True,441000
/fr/properties/56820a-3609.htm,Montfort-en-Chalosse,Landes,Aquitaine,250,495,5,3,True,,,178000
/fr/properties/5725a-300813.htm,Sarlat-la-Canéda,Dordogne,Aquitaine,120,607,6,4,,,,267500
/fr/properties/60006a-715865.htm,Briscous,Pyrénées-Atlantiques,Aquitaine,127,1545,5,4,,,,395500
/fr/properties/71549a-25.htm,Saint-Nexans,Dordogne,Aquitaine,,,,,,,,1196000
/fr/properties/18000a-203868.htm,Oloron-Sainte-Marie,Pyrénées-Atlantiques,Aquitaine,82,1370,3,2,,,,147500
/fr/properties/7140a-4411sg.htm,Bergerac,Dordogne,Aquitaine,130,804,4,3,,,True,160000
/fr/properties/68674a-005.htm,Saint-Léon-sur-Vézère,Dordogne,Aquitaine,,5893,,,,,,50000
/fr/properties/24053a-bvi24876.htm,Piégut-Pluviers,Dordogne,Aquitaine,,10100,5,3,,,,250000
/fr/properties/120834a-aia607.htm,Pellegrue,Gironde,Aquitaine,120,2702,4,4,,,,174900
/fr/properties/24053a-bvi28506.htm,Le Temple-sur-Lot,Lot-et-Garonne,Aquitaine,200,13700,7,5,,,,430000
/fr/properties/54830a-ac20191004.htm,Floirac,Gironde,Aquitaine,140,397,6,5,True,,True,399900
/fr/properties/55756a-7114.htm,Bias,Lot-et-Garonne,Aquitaine,329,220,9,6,,,,198000
/fr/properties/34486a-4563.htm,Lalinde,Dordogne,Aquitaine,293,12000,7,5,,,,391000
/fr/properties/7140a-4435od.htm,Bergerac,Dordogne,Aquitaine,42,,,,,,,46000
/fr/properties/56336a-723830.htm,Sendets,Pyrénées-Atlantiques,Aquitaine,195,2569,7,6,,,,370000
/fr/properties/9023a-973.htm,Latresne,Gironde,Aquitaine,131,,5,3,,,,344850
/fr/properties/56894a-pcvma110010127.htm,Mimizan,Landes,Aquitaine,150,910,5,4,,,True,445000
/fr/properties/67083a-7501184915.htm,Saint-Hilaire-d'Estissac,Dordogne,Aquitaine,207,6888,6,4,,True,True,329000
/fr/properties/179101a-ea64381.htm,Serres-Morlaàs,Pyrénées-Atlantiques,Aquitaine,200,4270,6,4,,True,True,645000
/fr/properties/24053a-bvi28520.htm,Eymet,Dordogne,Aquitaine,90,1102,4,3,,,,180000
/fr/properties/179101a-ea64336.htm,Pau,Pyrénées-Atlantiques,Aquitaine,390,2880,8,4,,True,,1245000
/fr/properties/179101a-ea64397.htm,Azur,Landes,Aquitaine,500,20400,19,8,True,,True,1260000
/fr/properties/67083a-7501184921.htm,Lembras,Dordogne,Aquitaine,171,2425,6,4,True,True,True,345000
/fr/properties/13363a-300106419.htm,Monflanquin,Lot-et-Garonne,Aquitaine,160,,8,4,,,True,347000
/fr/properties/179101a-ea64370.htm,Labastide-Villefranche,Pyrénées-Atlantiques,Aquitaine,500,28800,10,7,True,,,920000
/fr/properties/7140a-4281sge.htm,Monbazillac,Dordogne,Aquitaine,133,2654,5,4,,,True,160000
/fr/properties/35979a-640251144.htm,Hastingues,Landes,Aquitaine,500,4103,10,7,,,True,893000
/fr/properties/49115a-191211-190539.htm,Bordeaux,Gironde,Aquitaine,51,,2,,,,True,227900
/fr/properties/71549a-19.htm,Cause-de-Clérans,Dordogne,Aquitaine,,,,,,,,232000
/fr/properties/67083a-7501184912.htm,Bosset,Dordogne,Aquitaine,180,50900,8,5,,,True,348000
/fr/properties/20773a-3144.htm,La Coquille,Dordogne,Aquitaine,1420,1420,,,,,,13000
/fr/properties/179101a-ea64350.htm,Serres-Castet,Pyrénées-Atlantiques,Aquitaine,195,2350,7,5,True,True,,567000
/fr/properties/24053a-bvi18498.htm,Lalinde,Dordogne,Aquitaine,149,825,5,4,,,,249999
/fr/properties/179101a-ea64388.htm,Saint-Michel-Escalus,Landes,Aquitaine,180,6500,5,2,,,True,441000
/fr/properties/20544a-sa7295.htm,Sarlat-la-Canéda,Dordogne,Aquitaine,135,6995,5,4,,,,385000
/fr/properties/31785a-bia-1649-vp.htm,Biarritz,Pyrénées-Atlantiques,Aquitaine,200,,8,5,,,,1385000
/fr/properties/76221a-3040-STC.htm,Saint-Cybranet,Dordogne,Aquitaine,100,3180,6,3,,,True,161999
/fr/properties/181483a-723674.htm,Hendaye,Pyrénées-Atlantiques,Aquitaine,73,,4,3,,,,280000
/fr/properties/179101a-ea64379.htm,Oloron-Sainte-Marie,Pyrénées-Atlantiques,Aquitaine,198,,7,4,,,,220000
/fr/properties/78421a-vm418-gitese.htm,La Réole,Gironde,Aquitaine,230,32800,9,4,,,,275600
